time,page,tr_Redirect_To_Same_Conversation,tr_Post_New_Conversation,tr_Get_New_Book,tr_Get_Logout,tr_Get_Conversations,tr_Redirect_To_New_Book,tr_Redirect_Root,tr_Get_Login,tr_Redirect_To_New_Conversation,tr_Get_Root,tr_Post_New_Comment_On_Comment,tr_Get_New_Conversation,tr_Initial_Get_Root,tr_Authenticate_User,tr_Post_Login,tr_Post_New_Comment_On_Post,tr_Get_Book,tr_Redirect_To_Post,tr_Get_Post,tr_Reply_To_Conversation,tr_Post_New_Book 
140,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.76,1660.153,1467.775,115.512,15.84 
150,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.76,1660.153,1467.775,115.512,15.84 
160,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.76,1660.153,1467.775,115.512,15.84 
170,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.76,1660.153,1467.775,115.512,15.84 
180,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.748,1660.153,1467.775,115.512,15.84 
190,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.748,1660.153,1467.775,115.512,15.84 
200,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.748,1660.153,1467.775,115.512,15.84 
210,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.748,1660.153,1467.775,115.512,15.84 
220,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.748,1660.153,1467.775,115.512,15.84 
230,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.748,1660.153,1467.775,115.512,15.84 
240,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.748,1660.153,1467.775,115.512,15.84 
250,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.748,1660.153,1467.775,115.512,15.84 
260,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.748,1660.153,1467.775,115.512,15.84 
266,3.806,53.9,94.955,5.536,16.475,15.728,13.016,43.214,5.104,78.628,84.067,30.055,442.588,40.247,832.679,133.9,8.959,59999.748,1660.153,1467.775,115.512,15.84 
